pid,tid,home_size,parcel_size,beds,age,pool,price,year,cbd_dist,x_coord,y_coord
3284,3829,2679,23927,4,4,1,366.107,2003,20499.33,469175.4,1516437
3288,7376,969,11725,2,32,0,69.107,2000,7534.5,559514.4,1529528
3289,206,934,7544,2,17,0,58.33,2001,9859.8,518948.5,1559288
3291,5566,4133,12150,5,4,1,540.811,2004,13621.6,495220.6,1510381
3292,7225,7093,21874,5,-1,1,116.223,2003,18137.08,481367.4,1504938
3294,6980,4240,31187,4,16,1,584.277,2001,4020.43,532593.5,1544100
3295,6921,1599,5644,3,6,0,144.741,2000,12725.94,494017.3,1522255
3296,6055,2248,12182,3,48,0,253.031,2004,4389.58,544979.8,1541337
3297,1770,1066,6572,2,19,0,72.152,2002,5941.29,549433.2,1517957
3299,3672,1000,11330,3,32,0,90.43,2003,6885.64,514951.5,1541830
3303,2580,1598,6552,3,7,0,185.577,2005,13586.36,576555.6,1546838
3304,1850,1862,11246,3,18,1,159.682,2003,13681.65,497718.4,1505829
3305,3567,1697,9750,3,17,0,113.485,2003,11143.62,501265.5,1545609
3309,576,3470,13193,5,0,0,305.195,2002,20365,468269.4,1525096
3310,1470,2727,5999,5,0,1,257.855,2004,14859.08,583503.4,1527980
3311,5372,1825,6344,4,0,0,191.009,2005,17667.38,576776.1,1491058
3312,4859,1992,6313,3,0,0,164.332,2002,16761.39,587652.4,1515716
3313,3970,1837,3400,3,3,1,147.011,2002,20447.34,537349.8,1464037
3315,290,1425,5502,3,21,0,118.823,2003,9603.68,566328.9,1532385
3316,5763,2178,8360,4,0,0,185.311,2004,18789.07,473208.2,1528972
3319,3587,1323,9000,3,15,0,104.079,2002,12471.13,504826.7,1558930
3320,1761,1288,15242,3,37,1,74.866,2000,7220.15,538154.1,1554560
3324,5217,1388,10102,2,44,0,67.615,2002,8988.98,562558.3,1541189
3326,1483,1330,7730,3,41,0,47.285,2003,4252.07,527092,1519489
3328,6665,2293,10055,4,9,1,168.218,2004,21072.09,539774.6,1462116
3330,3272,1136,6751,2,14,0,61.6,2002,11104.29,514408.3,1561278
3331,941,1444,5080,3,0,0,139.892,2003,14333.36,579645.5,1516778
3333,4514,1829,10486,4,0,0,147.976,2001,11365.72,517010.4,1563867
3336,8541,1260,10390,3,49,0,181.225,2005,6717.7,551329.4,1545728
3337,7419,1919,35170,4,7,1,169.212,2004,12706.15,504580.9,1559796
3338,8287,1732,16924,3,14,0,130.066,2003,13904.19,495044.9,1553436
3339,7424,1138,8244,3,46,0,118.762,2004,5186.39,523297.7,1518584
3342,6601,2957,13317,4,0,0,322.967,2004,26899.83,484573.5,1603677
3348,4283,1445,9704,4,30,0,89.472,2000,7156.91,513958.1,1541859
3350,2870,2162,7162,3,0,1,213.186,2002,20900.02,509416.3,1467389
3351,1412,1874,16592,3,23,1,227.452,2004,12323.14,499574.9,1511290
3352,1740,3282,16233,4,4,1,267.578,2002,10007.4,542371.8,1499130
3354,5287,2060,11028,4,13,0,136.906,2001,14385.78,581326.6,1522865
3355,1071,1440,48494,4,23,0,94.945,2001,9874.85,566442.3,1524330
3358,7721,1778,5255,3,15,0,137.552,2000,7012.54,553477.7,1517612
3362,2233,1807,9164,4,43,0,92.467,2001,8008.78,509477.1,1538010
3365,9558,1854,5374,3,0,0,169.398,2004,21128.68,603695.6,1539278
3367,9893,1770,6340,3,8,0,158.48,2003,17970.42,593516.6,1525177
3369,3109,2276,11392,4,7,0,204.484,2002,21152.38,516582.7,1464119
3371,3046,1487,6035,3,0,0,117.703,2001,18050.81,593881.1,1535927
3372,1383,3427,12150,3,0,1,493.285,2004,16848.25,480168.6,1522792
3373,605,1173,8004,3,46,0,122.546,2004,7823.67,560295,1527756
3375,9593,1227,2665,2,0,0,160.998,2004,15380.11,581395.6,1511600
3376,8952,2388,10800,4,11,0,159.776,2003,31178.04,636173.7,1516915
3377,241,2096,9002,4,0,0,187.492,2001,16571.74,480481.1,1529221
3378,3849,2174,6136,3,3,0,196.481,2002,21216.29,604017.3,1523194
3379,3603,2396,13158,4,0,1,243.265,2000,9545.38,504215.5,1524481
3381,6180,1289,6332,3,0,0,91.439,2001,29457.94,630572.3,1517622
3382,3797,3140,27355,4,31,1,614.374,2004,6147.2,541105.6,1511922
3383,8403,1542,7098,3,6,0,124.59,2001,9766.2,565502,1521772
3384,5497,2250,9835,4,0,0,147.391,2003,21363.45,600721.6,1555079
3386,3575,1561,7453,3,8,0,117.885,2001,16863.77,590088,1527865
3388,5528,1664,8162,3,7,0,162.989,2004,13847.32,491075.5,1543359
3389,2777,1965,11901,3,16,1,177.583,2005,13321.97,503974.5,1562073
3390,486,1666,212657,3,15,0,202.639,2003,25754.28,451551.3,1516677
3391,3015,2188,9927,5,8,0,273.173,2003,2976.98,539932.3,1539434
3393,6995,1648,11132,3,15,0,135.798,2003,30976.85,635738.9,1518673
3394,7281,2336,8583,4,6,1,237.606,2001,17855.07,497889.6,1485613
3395,8736,2166,7071,3,2,0,171.705,2004,21162.35,534688.2,1461644
3396,433,1021,9080,3,36,0,35.345,2001,7602.17,510780.7,1537718
3397,1351,924,7263,3,13,0,67.822,2003,12607.77,540343.9,1490088
3399,7622,1158,6983,3,9,0,80.241,2000,6505.6,530677.9,1552040
3400,2887,1477,11442,3,31,1,138.363,2001,5953.48,541890.4,1512876
3401,2864,1661,5047,3,9,0,162.148,2004,17557.79,592460.2,1531170
3402,3643,1538,8769,4,20,0,99.288,2000,11481.68,569401.2,1516090
3403,8102,2215,9457,3,0,0,384.289,2003,5050.02,550211.1,1537268
3404,3612,1152,7500,3,34,0,83.736,2005,9905.96,565507.4,1541880
3405,6423,1296,2946,2,15,0,126.03,2004,14550.84,578587.5,1550239
3406,7886,1995,6322,4,11,0,185.423,2004,17034.99,512740.1,1479741
3410,8846,966,7631,2,40,0,99.524,2000,3015.4,536085.2,1521280
3413,2790,2346,8124,4,11,1,211.298,2004,17084.68,590682.6,1526080
3414,7633,3061,21306,3,11,0,342.136,2000,4728.94,544600.5,1543161
3415,8754,2178,6083,4,0,1,213.16,2003,21355.36,604153.6,1520737
3416,2098,1409,6052,3,18,0,129.88,2004,17597.3,525444.3,1474113
3418,1702,2005,21765,4,7,0,129.768,2000,11818.14,499932.7,1548013
3420,5214,1680,8247,3,30,0,150.938,2001,3154.32,543295.9,1525130
3421,1889,2400,11468,4,0,0,198.151,2003,21399.29,466003.8,1517150
3422,4366,1450,8761,3,21,0,119.882,2002,5649.93,552852.8,1535485
3423,874,1741,11932,3,8,0,117.843,2002,12785.64,496984.1,1549208
3424,2169,2354,9368,4,5,0,202.079,2002,19673.39,599403.3,1531267
3425,8487,2280,12178,4,0,0,225.872,2003,13879.55,569716.1,1501799
3426,2596,3245,9644,4,0,0,295.445,2004,15810.26,483472,1523741
3428,2108,2716,11572,4,14,1,191.38,2004,12054.23,570102.4,1513169
3430,6148,1278,8558,3,45,0,121.267,2004,5116.04,551210.5,1527381
3435,5219,2775,14494,4,12,1,317.384,2002,12036.75,496591,1521205
3436,6158,2160,6000,4,0,0,159.648,2002,12647.61,568870.8,1507335
3437,7294,2957,11050,4,0,0,320.142,2004,21189.57,470223.5,1505379
3438,7998,1378,5415,3,12,0,88.37,2000,10299.79,559810.3,1508317
3439,3730,7269,105731,5,8,1,2968.053,2005,19072.9,474538.1,1514292
3440,5366,975,9016,3,34,0,78.29,2004,9134.75,505663.5,1538007
3441,5844,3291,230292,3,27,1,235.707,2000,29812.21,465317.6,1599955
3443,6761,1530,5499,3,17,0,186.572,2005,21211.95,522952.6,1462503
3444,3447,2428,6071,4,0,1,217.429,2002,9979.27,536476.6,1498387
3445,4423,1511,5500,3,8,0,110.496,2001,9333.62,565370.8,1533517
3446,1429,1176,10982,3,37,0,77.462,2001,7205.03,558480.4,1530752
3447,7876,2676,13413,4,0,0,260.362,2003,13956.87,575813.8,1510627
3449,5475,1450,7197,3,0,0,127.804,2004,29016.27,628848.7,1515917
3450,3124,1666,9240,3,41,0,104.083,2003,5155.35,533299.5,1514248
3451,1233,2080,6484,3,1,1,250.552,2000,20767.81,602426.1,1522307
3452,9659,1140,8809,3,19,0,110.587,2004,9093.14,509041.4,1546106
3454,7415,4618,16862,6,1,1,693.403,2002,19343.33,492783.4,1483540
3458,9419,1189,7559,3,43,0,99.422,2002,10043.24,529266.3,1498610
3459,4237,1368,21248,2,20,0,107.117,2001,10162.2,517578.8,1559872
3460,5724,1562,5202,3,15,0,137.803,2004,15487.44,500787.4,1568837
3461,6792,1334,6312,4,0,0,128.193,2004,16377.69,483025.8,1545416
3462,32,1715,25999,4,46,0,224.19,2003,20069.82,475162.8,1503366
3465,9507,1921,10631,3,13,1,147.446,2002,13567.88,503440.6,1562685
3466,7171,1955,5500,4,2,0,152.09,2001,15881.51,520311.8,1481040
3468,5069,2038,12116,4,10,0,229.26,2005,18401.43,595223.8,1530300
3471,3304,2145,7045,6,45,0,67.615,2002,2131.46,530699.4,1525457
3472,3825,2226,11057,3,42,0,198.407,2002,10964.19,548472.3,1564398
3474,4307,1500,10002,3,45,0,83.349,2000,6131.24,554702.4,1527895
3475,6690,1294,4275,2,13,0,70.11,2000,30461.27,633929.3,1517865
3476,2979,3356,8626,5,0,1,265.787,2003,12457.81,574542,1521344
3477,5479,1456,8699,3,5,0,118.541,2002,11359.91,498447.3,1539211
3478,7388,2032,22552,3,13,0,254.841,2002,17422.12,479045.2,1518578
3479,4183,2883,7569,4,0,0,424.979,2004,5308.85,549504.8,1540501
3480,3213,971,6759,2,37,0,86.883,2002,5078.68,544282.8,1517365
3482,4994,1279,8272,2,29,0,144.375,2001,3798.2,546724.9,1527349
3484,2122,2036,8818,4,11,0,128.242,2002,10764.18,509651.3,1555871
3487,7589,2107,5839,3,8,0,171.596,2004,13456.12,577635.2,1520208
3488,1004,1132,4500,2,14,0,85.757,2000,17403.16,591951.1,1530670
3489,9007,1453,9188,3,50,0,142.298,2004,4687.16,548323.1,1538497
3491,5031,1908,5547,3,0,0,142.021,2000,20284.17,601402.3,1531976
3492,7542,2158,10048,3,13,0,203.949,2003,11324.56,498390,1523816
3493,4913,2385,10327,3,14,1,247.23,2004,14349.48,488061.5,1536573
3494,7029,1421,5863,3,15,0,100.495,2001,18882.39,537823.6,1469198
3495,8863,2188,6432,3,0,0,212.893,2004,16563.22,480828.1,1524927
3498,458,2510,8091,4,0,0,173.238,2001,21025.32,534296.1,1462096
3499,7273,3739,11475,5,0,1,341.544,2004,21172.27,466763.8,1517152
3500,6642,1708,13970,4,16,1,163.373,2004,18733.15,502449.4,1583357
3501,7826,1611,9948,3,6,0,128.125,2001,21597.64,484226.4,1580723
3502,9691,2247,18326,4,17,1,197.061,2003,21951.37,496950.9,1592375
3505,7318,1680,9280,2,21,0,112.079,2000,15436.75,513222.2,1485277
3506,3264,1599,5520,3,0,0,114.776,2002,19014.57,472434.4,1531702
3508,2449,1687,5251,3,9,1,133.524,2001,18400.24,521829.2,1472126
3512,3487,912,2987,3,14,0,80.447,2004,1892.74,530376.9,1526773
3513,542,1232,9876,3,18,0,115.185,2004,17991.62,501500.8,1579835
3515,9417,1588,12266,4,0,0,129.818,2001,19101.67,543438.2,1469011
3516,6251,1464,13012,3,29,0,145.042,2004,3083.77,542881.1,1537239
3517,333,1614,8818,4,19,1,62.05,2001,9522.21,566072.2,1532088
3519,6710,2309,9347,3,0,0,247.125,2003,22646.43,585762.4,1476962
3521,2692,1664,10793,3,18,0,161.716,2004,13035.08,492384.5,1536390
3523,9809,1510,18505,3,18,0,115.321,2002,11990.61,503522.4,1554932
3524,8130,1632,7192,3,0,0,134.011,2002,21205.02,600576.5,1553935
3526,9245,1834,5252,3,0,0,157.174,2004,21471.46,604797.3,1539539
3527,8920,1130,3962,4,6,0,82.345,2000,9780.01,563825.9,1517319
3528,1853,2324,12601,3,0,1,179.391,2002,14779.31,487074.4,1539555
3529,1327,2656,12000,4,9,0,197.221,2002,16109.66,482048.8,1528125
3531,6360,1307,10893,3,20,0,134.462,2005,11045.23,502021.6,1546500
3532,9655,1682,2373,3,1,0,180.386,2004,22387.51,607172.1,1518210
3533,419,1345,5366,3,0,0,126.741,2001,23721.67,457790.6,1519891
3534,1994,2523,9000,4,0,0,213.025,2004,25873.91,619446,1538316
3535,4565,1901,9000,3,0,0,180.753,2001,23952.25,484561.1,1591529
3536,6597,1240,6262,3,5,0,287.333,2004,2126.19,532458,1537658
3537,4038,2508,10088,4,0,0,208.569,2000,9802.67,548526.6,1501979
3538,9451,1507,4958,3,13,0,79.851,2001,21574.35,487773.9,1584000
3539,7433,1308,4939,2,15,0,133.499,2004,21275.88,524670.5,1462015
3541,6164,1480,6428,3,1,0,144.304,2002,19394.97,517609.2,1469820
3542,890,1709,4401,3,0,0,143.52,2003,23357.04,459033.7,1519724
3543,6084,1737,8858,3,4,1,137.928,2000,20089.67,541051.9,1465459
3546,1190,2143,10928,3,20,0,178.263,2004,17173.99,513838.7,1478791
3547,9918,1452,12868,4,8,0,124.411,2003,19121.47,474062.5,1546744
3550,3358,2482,12907,4,7,1,207.469,2003,20013.11,503413.6,1588776
3552,3661,4435,50020,3,42,0,398.545,2003,3452.94,524402,1535520
3555,9103,2306,9180,4,0,0,221.128,2004,21760.79,585330.8,1480592
3556,8350,1528,8928,3,4,0,119.358,2000,20454.73,598663.8,1551899
3557,1813,2020,6996,4,13,1,171.75,2004,21374.43,541589.3,1461273
3562,9707,1916,8705,3,12,0,248.045,2004,20135.81,494301.8,1478904
3565,1451,1183,6150,3,10,0,97.244,2000,14479.16,581476.8,1521997
3566,991,712,9519,2,39,0,65.68,2004,8411.8,535483,1503498
3567,1799,1015,7150,3,46,0,100.874,2005,5662.53,516794.1,1535553
3568,6062,2945,11437,4,7,0,344.903,2005,12606.27,497216.2,1513880
3569,625,1861,2919,3,0,0,142.445,2003,23139.12,609034.1,1514917
3570,3539,2576,6081,3,0,0,181.086,2001,16102.02,586376.3,1519421
3573,2501,1092,8813,2,35,0,170.784,2004,3605.74,527552.8,1540425
3574,4271,1618,5175,3,8,0,132.888,2000,17283.38,511634,1479337
3575,19,1632,8174,3,31,1,120.156,2004,8311.57,513214.6,1547729
3577,9701,1144,7484,2,43,0,87.76,2004,12444.69,544855.8,1491503
3579,8772,1852,10483,3,5,0,173.015,2003,17180.35,478700.8,1525799
3580,8039,1100,6178,3,19,0,86.036,2003,8242.88,519676.2,1508692
3581,3690,1628,11199,3,12,0,119.705,2002,13996.04,494292.3,1552688
3582,9407,1194,6755,3,37,0,78.79,2002,11138.4,514208.3,1561277
3584,7292,1590,5472,3,6,0,115.136,2000,16836.2,533942.5,1475849
3585,8517,1578,5381,3,0,0,152.964,2001,23264.09,610036.9,1517889
3586,2440,1812,7932,4,10,0,176.223,2003,16601.19,480468.8,1527533
3588,3115,1080,13397,3,21,0,81.324,2005,18452.05,489999.1,1571804
3590,2101,1855,9516,3,0,0,133.837,2002,6800.96,535917,1508803
3592,9415,1033,2080,3,4,0,81.749,2001,20136.5,537113.2,1465050
3594,6128,3098,5651,4,0,1,269.485,2003,19504.89,544105.7,1467758
3595,4495,1470,8250,3,3,0,105.944,2000,18022.76,503377.3,1581188
3598,5304,1536,10004,3,15,0,138.921,2000,4024.35,546064.9,1538052
3599,8965,1256,8342,3,38,0,79.298,2001,7261.54,513327.9,1541362
3600,6842,2557,23344,4,13,1,390.469,2004,20659.09,468617.5,1516531
3601,509,2563,5824,4,0,0,163.585,2000,13807.94,578163.3,1544378
3604,2530,2057,5500,3,6,1,173.146,2003,17824.55,518113.2,1475040
3607,8581,1201,7504,3,15,0,110.415,2002,17863.21,521394.8,1474033
3608,565,1279,7113,2,11,0,132.772,2004,19212.13,596490.6,1544307
3609,2618,4093,16814,5,-2,1,364.348,2000,8671.7,546447.6,1557081
3611,3549,1800,2183,3,0,0,92.199,2002,929.51,531835.3,1530550
3612,5705,888,5607,2,52,0,100.729,2004,5755.05,541072.6,1548929
3614,5948,1682,2108,3,0,0,140.041,2003,22421.57,607308.6,1518340
3615,8032,1181,3998,3,12,0,77.286,2003,7488.02,510653.5,1526723
3616,2844,3192,17734,4,13,1,250.506,2001,16575.41,492984.8,1496345
3617,6069,2014,6374,4,0,0,157.073,2001,16066.42,586219.4,1519259
3618,1896,3783,9610,5,0,1,291.719,2003,21133.14,510977.3,1465973
3619,3622,1695,9495,4,25,0,112.147,2001,5253.32,533066.9,1513947
3621,3420,1506,5272,3,3,0,142.757,2001,9747.5,525727.9,1561764
3623,6567,1329,10344,3,7,0,110.802,2000,12714.62,497357.5,1549449
3625,7208,1050,9163,3,30,1,108.748,2001,6702.01,550462.5,1515617
3630,8674,2691,8251,4,9,1,234.618,2002,19356.85,598157.3,1525969
3631,186,1349,6050,3,1,0,132.052,2001,20945.54,534892.9,1462355
3634,1545,1359,9375,3,14,0,137.999,2003,11087.15,498443.2,1531603
3635,3853,1160,6982,3,22,0,98.024,2004,20739.69,491227,1583359
3637,2625,1676,25905,3,15,0,131.225,2005,10723.23,516307.2,1561018
3639,8657,1861,6173,3,0,0,163.15,2003,21108.76,528736.3,1462089
3640,7553,1497,5520,3,12,0,114.089,2001,16849.98,590101.2,1529101
3641,4702,2862,8737,4,3,0,216.92,2002,19356.15,598283.6,1534260
3642,1302,1648,9204,4,12,0,167.472,2005,12634.43,571591.3,1511902
3644,94,3267,10004,4,0,1,252.157,2000,13354.24,491029.7,1529730
3646,773,1641,5500,3,0,0,129.891,2000,19044.49,518130.4,1470868
3647,7049,1276,9583,3,42,0,73.207,2000,9315.73,509210.7,1547773
3648,1833,1881,8604,4,0,0,168.569,2004,19692.23,472510.3,1548196
3649,7919,1756,6325,3,4,0,187.628,2004,10826.59,504747.7,1512197
3650,5875,1831,8313,3,16,0,177.494,2002,13370.25,500759.2,1503453
3651,5063,1260,6349,3,35,0,67.001,2000,19741.42,491413.3,1579183
3655,2702,1212,1962,3,12,0,77.99,2004,21898.17,462970.6,1531751
3656,3332,1272,4087,3,14,0,96.805,2003,17546.32,537151.3,1473558
3657,7727,2363,3958,3,1,0,311.327,2004,16072.57,496169.5,1495218
3659,6449,2345,8942,4,0,0,178.284,2002,12937.12,493208.5,1539469
3660,9037,5448,20534,4,5,1,687.329,2001,15882.66,491684.3,1501857
3661,2934,1105,6348,2,25,0,245.49,2005,5656.86,542258.6,1548115
3662,6511,1092,9434,3,24,0,145.629,2004,10080.13,549013.9,1560988
3663,7372,780,28173,1,21,0,56.932,2002,9879.88,514972.7,1556732
3665,4152,1873,8227,3,14,0,136.23,2001,17164.75,514193.3,1478682
3666,6904,948,7295,3,19,0,87.303,2004,20594.43,490592.6,1582194
3669,8822,2142,5580,4,3,1,149.135,2001,12970.86,504764.6,1561229
3670,8641,1092,5312,2,11,0,78.859,2000,16912.6,524271.6,1476606
3671,22,1200,8352,3,28,0,87.482,2000,15169.85,486504.7,1543046
3674,9921,1134,6942,3,2,0,113.283,2002,9789.6,562254.3,1514349
3675,6676,1399,5454,3,19,0,127.55,2004,10804.57,567181.9,1516565
3677,6811,1784,12363,3,0,1,150.288,2000,12457.22,494165.3,1535264
3679,5970,1226,6609,3,6,0,101.71,2000,12543.59,569375.4,1508696
3680,8595,1718,13622,4,17,1,139.655,2002,16425.74,520005.2,1479269
3681,9327,2280,22143,3,11,1,365.723,2003,6672.54,537495.6,1509361
3683,1059,1134,6925,3,0,0,110.537,2002,20379.02,489828.6,1580571
3684,3655,1688,7162,4,4,0,137.35,2004,19350.09,471417.5,1534425
3689,1989,2066,8902,4,0,0,147.565,2000,11538.57,497847.7,1539225
3690,1434,3207,7666,4,0,0,316.942,2004,20850.18,473229.4,1501312
3691,1281,2805,17759,3,4,1,269.086,2003,18195.3,475285.7,1526656
3692,2810,1796,7819,3,8,0,146.668,2002,18633.97,595959.3,1529090
3693,4591,1349,5498,3,12,0,89.677,2001,10351.37,559966.8,1508237
3694,4693,2496,7875,4,2,0,175.283,2001,12717.32,493866.3,1539050
3695,7778,1937,6601,4,4,0,192.199,2004,20332.94,601560.4,1532116
3696,6285,1782,7158,3,20,0,227.636,2005,4567.56,534490.4,1546084
3697,4703,1113,5980,3,19,0,108.511,2003,11634.49,496654.1,1530823
3698,6297,1138,6891,3,20,0,92.952,2003,9912.87,562450,1513895
3699,6468,2152,14828,3,18,1,206.631,2003,9034.02,548544.6,1504808
3700,601,1826,6250,3,6,1,180.961,2003,19697.8,599446.6,1528907
3701,7445,2226,7913,4,0,0,186.056,2004,22697.22,461451.2,1518250
3702,9900,1784,10509,3,0,0,159.379,2002,21344.81,604170.4,1521089
3703,2745,624,16950,2,42,0,30.585,2001,19775.47,470091,1535607
3705,9852,2822,21934,5,7,1,306.894,2003,20580.59,468873.2,1516567
3706,2392,1642,6601,3,0,0,126.046,2003,22019.53,488612.1,1586648
3707,4498,1379,7498,3,41,0,64.694,2000,8963.79,510657.8,1547856
3708,2414,2337,5834,4,5,1,257.998,2005,20463.11,544562.5,1464647
3709,1568,1637,6818,3,3,0,128.58,2003,21881.74,491843.1,1588621
3711,9977,1343,8250,3,13,0,91.055,2003,5971.04,547156.3,1515858
3713,1124,1588,10223,3,8,0,174.265,2003,4533.8,536597.4,1516322
3714,604,2600,8259,4,7,1,183.419,2002,19089.91,519923.5,1470246
3715,3521,2176,6796,3,0,0,149.211,2002,23999.38,478723,1586371
3716,1996,4574,13791,4,0,1,956.689,2004,16428.91,496345.7,1493339
3717,9426,3725,20654,4,1,1,956.263,2002,6897.96,548690.6,1549002
3719,9191,4518,16633,6,0,1,414.336,2000,19202.29,596856.5,1519910
3720,9857,2800,8988,3,0,0,275.35,2003,14213.3,570753.4,1501333
3721,6479,2400,16713,4,21,1,154.233,2001,11387.23,572093.9,1528169
3723,2485,2231,9968,4,0,0,192.206,2003,22377.29,462112.8,1520856
3725,4299,2233,9543,4,2,0,156.811,2001,18910.63,596650.4,1536660
3726,9849,1816,23099,3,9,0,117.352,2000,9744.39,518931.2,1558853
3727,3796,2027,10046,3,14,1,218.591,2004,11664.36,497359.3,1523289
3730,3367,3375,15616,4,0,0,374.809,2004,26737.23,487116.7,1604743
3732,8538,3698,10286,5,0,1,345.401,2004,18881.66,476780.7,1552765
3733,8982,1915,10650,3,10,0,135.838,2001,12811.32,497654.9,1550730
3736,5695,1430,2340,3,0,0,107.523,2000,20547.61,535714,1463667
3737,2929,802,9438,2,26,0,123.143,2004,6265.62,529299.2,1550902
3740,4029,1150,7190,2,28,0,88.66,2002,10439.44,565055.5,1514952
3742,9596,2818,9859,5,6,1,327.679,2004,19464.41,598083.3,1522117
3743,5396,2370,11450,4,7,1,266.353,2004,11896.52,496523.4,1523579
3744,5106,2366,7958,4,2,1,211.561,2001,18942.8,596952.8,1533665
3746,5221,2029,11713,3,16,1,123.69,2001,11216.36,504984.1,1552637
3747,6571,1072,12101,3,35,0,94.314,2004,6576.66,516332.9,1519984
3750,2858,1252,6035,3,7,0,108.16,2000,16670.6,529584.6,1476638
3751,380,2050,11375,3,11,0,82.773,2001,20540.56,468085.1,1540521
3752,8222,1161,8124,3,45,0,103.432,2005,15335.58,487292.3,1547612
3754,767,1779,7069,3,0,0,121.252,2001,19758.43,470112.4,1535077
3755,1567,1749,6292,4,0,0,166.142,2002,22826.23,608990.6,1520450
3756,8805,672,17615,2,43,0,54.611,2004,18750.9,497807.3,1580250
3757,9316,2373,12852,3,1,0,211.113,2004,22088.11,484945.3,1583693
3758,847,3131,20597,3,0,1,342.83,2002,11787.95,498044.8,1519135
3759,2261,2184,8329,4,0,0,224.056,2002,16549.9,481053.7,1523499
3761,8197,1910,22451,4,11,0,181.314,2002,20198.24,498738,1586696
3762,4951,1884,5461,3,5,0,190.013,2005,21787.86,492405.6,1588657
3764,8875,2655,7277,4,0,0,208.726,2000,17093.04,513325,1479287
3765,9946,1638,12350,3,11,0,214.972,2001,4140.82,536890.1,1544535
3768,444,1014,7900,3,18,0,90.167,2001,9835.59,562305.9,1514144
3770,449,2788,14008,4,0,0,243.534,2003,18919.71,479765.5,1502413
3771,978,1632,8477,4,7,0,138.396,2004,18086.03,503377.7,1581433
3772,2087,2052,8296,4,0,1,232.419,2001,20021.5,543475.8,1465958
3773,990,1086,5480,3,10,0,87.341,2002,13549.72,490378.1,1532098
3774,1503,1902,94476,3,0,0,204.292,2002,29934.07,631109.2,1511525
3778,2210,1661,7875,3,11,0,127.198,2003,6000.78,530421.2,1511905
3779,5429,1181,6999,3,23,0,112.444,2004,20210.54,599571.4,1545556
3781,9705,1033,9269,2,25,0,117.967,2001,2588.83,542871,1528333
3782,9463,1402,5998,3,3,0,132.171,2004,15756.75,586192.1,1537166
3784,2417,1908,5688,3,0,0,186.922,2003,22236.26,462462,1521728
3785,8675,2576,6991,3,0,0,174.58,2001,16032.31,586110.9,1519286
3786,3735,3452,15480,2,20,0,820.162,2005,8427.73,548809.3,1554969
3787,5305,1609,5276,3,8,1,133.11,2002,13866.63,580317.6,1532705
3789,1756,4487,15000,4,2,1,961.901,2003,6991.91,548576.7,1549476
3792,588,794,6999,2,17,0,65.683,2002,5150.13,535806.8,1547972
3793,279,2331,10232,5,28,1,371.665,2002,6797.15,550446.6,1547034
3794,7735,1784,7299,3,5,1,186.794,2003,20580.64,523254.2,1464553
3795,3380,1960,5878,4,10,0,156.093,2002,15081.11,582457,1517604
3796,9335,1200,5486,3,11,0,118.324,2004,16848.12,534188.8,1475807
3797,1482,1783,9758,3,17,0,117.747,2003,11375.65,499676.9,1543654
3798,3838,1008,8796,2,19,0,81.98,2001,16091.35,485121.4,1548939
3799,1844,1436,15599,2,71,0,68.166,2001,15858.8,484148.1,1542916
3800,1417,1634,10453,3,5,0,133.879,2000,22105.95,486655.3,1585342
3801,4173,4758,29379,5,13,1,574.539,2001,16822,491867.5,1496432
3802,8098,1216,721,2,0,0,98.37,2003,10180.71,518064,1559996
3803,3748,984,7094,2,42,0,57.287,2001,7798.73,511438.9,1541483
3804,8548,1146,3200,3,8,0,81.09,2002,7478.87,535940.9,1555618
3806,2042,2200,5624,5,3,0,186.994,2004,16879.22,541715.9,1476130
3807,6847,1170,5051,3,7,0,89.779,2002,20951.17,466085.1,1532238
3808,5478,3100,10561,5,14,0,325.892,2005,17794.14,593061.9,1526592
3810,2106,1321,10992,3,17,0,92.727,2001,17409.75,505253.2,1579981
3811,6275,2280,6603,3,3,1,249.953,2005,21187.19,535043.6,1461563
3812,2195,1972,9266,4,0,0,162.662,2003,14170.97,576580.3,1510592
3813,4665,1790,5532,4,0,0,121.221,2000,21681.69,489946.7,1586310
3814,413,2090,8050,4,0,0,189.741,2002,9815.09,502857.8,1527221
3815,2438,2206,13806,4,12,0,225.611,2002,9730.12,503668.5,1524145
3816,1635,1090,7290,3,8,0,102.537,2002,11475.25,572099.6,1536548
3817,4243,1361,5616,3,0,0,90.379,2000,19497.07,470849.8,1531592
3818,9992,5471,92046,4,3,1,1733.653,2002,16874.16,497616.3,1489558
3819,1223,1406,6233,6,36,0,83.553,2003,5850.14,515741.8,1529089
3822,9318,2120,9131,4,4,0,136.234,2001,21455.28,602205.5,1551584
3824,7902,1222,4500,3,4,0,88.265,2000,17808.47,502491.7,1579778
3825,63,1216,1966,3,10,0,65.632,2003,22018.09,462569,1531795
3826,8521,1608,7459,3,30,0,85.256,2000,9139.47,555063.4,1508948
3827,2287,2035,8240,4,0,0,148.093,2001,21269.66,535258.1,1461293
3828,5002,1609,8186,3,20,0,113.43,2002,9782.07,562298.5,1547728
3831,935,704,13939,2,41,0,37.156,2001,4001.53,541683.8,1519891
3833,5965,2393,16395,4,40,1,144.164,2004,7666.66,524864.3,1554199
3835,3361,1531,11471,3,44,1,145.436,2000,6820.39,551752.9,1545756
3837,4411,3405,8520,5,2,1,524.789,2003,1997.7,539317.6,1526312
