pid,tid,home_size,parcel_size,beds,age,pool,price,year,cbd_dist,x_coord,y_coord
6009,6892,1821,5486,3,0,0,119.159,2003,19051.18,472315.1,1531856
6011,1540,1934,6335,4,3,0,182.932,2004,19124.79,530163.1,1468505
6012,7108,2406,43644,4,16,0,218.174,2000,13293.73,492031.5,1522655
6014,2549,1107,8218,3,21,1,84.578,2001,7940.01,510258.5,1539757
6015,3660,1796,8794,3,27,0,144.189,2003,8422.4,554736,1511912
6016,9498,1364,12148,3,38,0,83.014,2002,8794.51,507421.4,1540125
6017,7441,1135,4253,3,10,0,86.038,2002,10625.17,566471.6,1545782
6018,6260,1685,11020,3,14,0,131.925,2002,17664.57,504333.5,1580399
6019,5163,1360,6370,3,12,0,96.047,2002,10676.51,503841.7,1547446
6021,9828,1701,5175,3,0,0,173.396,2003,23502.94,611498.4,1522564
6022,4831,1342,5992,3,0,0,117.67,2004,6203.46,515282.3,1525428
6023,5180,1936,5514,4,8,0,142.177,2003,9298.58,561940.4,1517073
6026,5834,1452,32971,4,19,0,237.656,2002,15670.9,501746,1492023
6027,9820,1484,8426,3,16,0,93.823,2001,19801.5,598433.4,1544470
6028,3331,1685,10061,3,14,0,171.145,2002,11213.64,498708.1,1524085
6029,8328,1492,10188,3,16,0,170.95,2004,14400.97,492485.9,1510115
6031,7976,1985,9750,4,0,0,146.081,2001,19096.85,474709.5,1548787
6032,1073,1756,16141,3,13,1,118.999,2000,11346.2,500646.5,1545852
6033,2318,2281,11387,5,32,0,220.538,2002,10660.82,549306.3,1562954
6035,1193,930,7088,2,49,0,64.084,2001,3729.47,540027.6,1520013
6037,9099,1926,11863,4,41,1,193.079,2000,10818.55,544965.9,1565128
6039,4792,1872,8053,3,8,1,203.693,2003,12065.03,496197.1,1522442
6040,4697,2178,9001,4,3,0,233.495,2004,16480.35,480781.1,1529225
6042,1262,2096,7614,3,0,0,165.117,2000,17257.78,507209.8,1580542
6043,3089,1361,4481,3,0,0,130.152,2002,23557.1,458384.2,1519425
6044,5675,1748,8153,3,2,0,108.946,2001,9504.95,514577.1,1554818
6047,9270,1777,10262,3,19,0,135.875,2003,16298.05,498634.8,1570475
6049,6061,2294,8250,3,0,0,179.217,2003,19110.43,497089.9,1581182
6051,7356,1310,5366,3,8,0,146.514,2005,19757.56,469997.4,1531858
6053,9018,843,7726,2,53,0,88.715,2005,4121.49,521765.5,1534579
6054,4036,2699,6642,4,0,0,239.685,2004,16511.01,588130.8,1521295
6055,8848,2164,7700,4,0,0,198.602,2004,21306.77,604610.6,1526464
6056,4938,3636,7382,4,0,0,241.732,2003,19490.41,598718.9,1534377
6057,5931,1254,6124,2,23,0,120.573,2003,16637.82,511564.1,1481701
6059,4501,2117,11130,4,6,1,205.863,2000,11684.21,497060.7,1524503
6062,7181,1869,7510,3,20,0,108.788,2002,17201.51,525347.5,1475446
6063,8256,1493,9301,4,35,0,145.286,2000,8222.31,555885.1,1547984
6064,5000,1430,8365,3,18,0,96.575,2001,17208.93,540464.1,1474900
6065,515,2428,5797,4,0,0,226.893,2001,9860.25,537030.4,1498811
6066,6865,2858,14969,5,7,1,238.091,2001,11154.2,570508.4,1522874
6068,6068,1215,9975,3,11,0,120.931,2002,15053.29,485432.2,1531124
6069,1370,2126,16076,4,24,0,146.326,2001,5863.56,552988.4,1524707
6070,8606,1066,8690,3,28,0,95.988,2004,10793.77,500295,1538959
6071,2789,1624,12866,4,24,0,115.649,2001,11418.81,567947.7,1548650
6072,3237,1945,7617,4,12,0,123.871,2002,15151.64,500831.4,1567380
6073,8662,2426,5899,3,0,0,225.163,2004,21098.37,603958.8,1535232
6074,8516,1334,7462,3,7,0,107.544,2000,16557.57,529056.8,1477066
6075,9164,4882,35989,5,8,1,1213.259,2004,16207.76,490625.1,1501519
6076,7761,1931,6291,3,13,0,164.938,2003,5342.11,548047.2,1519571
6077,1474,1878,5500,3,1,0,165.794,2004,22839.45,607841.1,1514097
6078,8349,3003,18471,4,16,0,301.133,2002,11133.34,503095.1,1512998
6079,1392,1405,6338,3,15,0,133.003,2004,18456.53,523681,1471560
6081,9859,2999,12653,5,0,1,271.75,2002,18545.59,474289.4,1524857
6083,6894,3188,21164,4,13,1,344.388,2000,16708.58,492311.3,1496476
6084,2127,1877,13529,4,8,0,157.636,2003,15794.7,508334,1575648
6088,5720,1411,4651,4,5,1,171.999,2005,18804.46,543609.2,1470009
6089,9760,1594,7902,3,11,0,117.487,2001,15712.71,582004.6,1551941
6091,8360,2636,13511,4,0,0,219.024,2001,20916.98,495031.6,1587028
6094,8140,1651,6580,4,0,0,125.004,2000,23676.05,487407.3,1592641
6095,5850,1377,5018,3,0,0,96.189,2000,19033.13,496215.6,1580194
6096,2978,732,6900,2,43,0,58.462,2005,9633.12,515699,1556263
6097,6923,2072,7006,4,1,0,195.341,2005,13794.97,572346.6,1505743
6098,4001,1395,8907,3,25,0,99.428,2000,6139.45,530192.8,1550705
6099,3099,1153,8471,2,43,0,107.808,2002,6786.82,556086.8,1524423
6100,5293,1625,8954,3,12,0,145.499,2004,13669.41,579490.8,1526782
6102,1062,1986,13381,4,36,0,138.521,2002,11356.42,569691.8,1544298
6104,2454,2150,8993,4,3,0,207.067,2004,20738.5,602893.8,1531955
6105,4796,1272,9704,3,28,0,100.264,2003,6427.77,555551.9,1527111
6106,5054,2581,7375,4,1,1,231.005,2004,19437.81,598484.1,1535416
6107,4365,1404,10826,3,33,0,139.881,2003,7948.93,550615.8,1510323
6108,8656,1266,5250,3,8,0,115.92,2001,16516.38,528604.3,1477253
6109,1304,1111,3990,3,0,0,101.092,2002,8341.98,509086.4,1540398
6111,5941,1158,4402,3,4,0,108.388,2003,18920.43,596355,1539546
6113,9462,1361,7501,3,9,0,115.747,2002,15944.55,498992,1569223
6114,3834,2776,5323,3,2,0,485.681,2005,5224.11,550609.3,1537821
6115,553,1520,8001,3,28,0,87.206,2001,9942.13,566393.2,1522799
6116,6335,2056,11217,3,3,1,311.027,2003,19897.11,479994.1,1495649
6117,8819,2222,5000,4,0,0,170.78,2003,19915.25,599125.3,1542887
6118,6806,2017,10400,4,4,1,97.308,2000,27697.83,485644.7,1607541
6119,9118,1716,7999,3,1,0,121.039,2001,29418.94,630405.3,1517357
6121,2456,2257,5492,4,0,0,144.142,2000,20319.2,601515.1,1532127
6124,9295,2484,10231,4,2,0,198.7,2004,19793.53,499936.9,1585886
6125,2835,1331,10438,3,20,1,128.898,2000,3600.05,545336.9,1525681
6127,6122,1868,11575,4,12,0,209.782,2005,16440.2,532818.9,1477179
6128,9851,2282,13547,4,0,0,149.24,2000,23725.51,487577.3,1592982
6130,5104,1784,8749,3,15,0,221.603,2000,1954.56,541074.4,1532593
6131,5461,897,7798,3,45,0,101.389,2005,10932.17,565699.3,1512801
6132,8292,1783,19110,3,21,0,204.243,2004,17565.65,508322.6,1582288
6133,5599,1238,7786,3,16,0,116.895,2001,17216.04,522969,1475856
6134,5427,2185,10850,4,12,0,232.17,2001,13535.75,498568.8,1505443
6135,6918,1669,4050,3,17,0,87.642,2001,7186.61,537685.1,1554511
6136,3266,2651,11077,4,0,1,315.547,2000,21235.92,512150.9,1465198
6138,4964,1399,7819,3,44,0,154.833,2001,2780.59,534218.8,1540202
6139,7200,2027,12040,3,10,1,224.626,2003,13956.02,489726.7,1539037
6140,1971,1203,6193,3,15,0,108.14,2004,13733.93,578743.3,1520907
6143,7098,2638,9000,3,0,0,183.324,2000,14582.39,491501.9,1551410
6144,9682,1458,9523,3,13,0,148.808,2004,16091.47,504919.1,1574619
6146,8242,1847,6000,4,0,0,157.003,2002,12626.45,568750.8,1507285
6147,5758,1313,6825,3,20,0,77.733,2000,10282.21,565288.4,1516556
6149,2435,2241,12684,3,0,1,219.668,2003,26139.35,485486.2,1601263
6151,1402,2350,10452,4,7,1,223.323,2001,12346.41,495281,1522307
6153,8748,2254,14413,4,22,1,240.722,2000,9539.42,536324.9,1562370
6154,3861,1975,5503,3,5,0,127.31,2003,12602.4,566632.7,1504646
6155,8646,2214,87120,4,27,1,297.705,2005,22038.08,606155.3,1543137
6157,1293,1696,5657,3,10,0,180.542,2000,1524.18,537541.5,1526890
6159,961,1711,5499,4,21,1,136.49,2003,9430.1,565772.8,1531914
6160,1899,1601,13609,4,30,0,113.835,2005,2547.39,526493.3,1530559
6161,8327,1605,10965,4,18,1,136.741,2003,12493.59,503686.8,1557762
6163,751,2040,8178,4,4,0,106.346,2000,15631.32,498663,1567475
6164,448,1318,9277,3,16,0,118.213,2003,16877.97,520826.9,1477506
6166,7749,2214,7200,4,2,1,240.812,2004,13649.6,569767.1,1503050
6168,4752,3343,13896,3,1,0,304.941,2004,13630.85,491574.8,1542488
6169,9856,3621,10354,4,3,1,268.143,2002,14763.86,487108.1,1539454
6172,1824,2295,17279,5,28,0,183.172,2000,11028.33,570543.4,1525177
6173,161,2353,9795,4,4,0,248.654,2004,7605.79,551574.8,1512579
6174,788,2120,8084,4,7,1,195.495,2004,21184.71,601209.7,1551801
6175,193,2085,5746,4,9,0,196.351,2004,12639.55,494233.7,1522600
6177,1558,1874,9224,4,0,0,143.393,2004,23995.84,613128.4,1539609
6178,9654,1030,8412,3,24,0,86.467,2002,9415.08,555162,1507824
6179,2015,3003,12325,5,36,0,140.82,2003,20059.07,490874.4,1580101
6181,9923,2664,11157,4,11,1,219.104,2001,8178.41,553497.9,1511805
6182,5903,2404,13087,4,34,0,361.097,2004,8630.9,549706.3,1555207
6184,7660,784,6743,2,46,0,45.467,2001,4764.11,529378,1516446
6185,76,1906,14521,3,20,1,160.317,2003,12566.96,499608.8,1509648
6187,3111,1035,6662,3,37,0,55.231,2000,6124.56,517686.8,1520613
6189,1719,1552,7356,2,20,0,102.248,2001,15653.1,515414.9,1483537
6190,8836,3451,18363,5,0,1,358.632,2004,20101.56,469063.5,1526223
6192,7551,1621,8690,3,15,0,220.355,2005,16969.93,527808.4,1475849
6193,8594,1598,7750,3,10,0,196.392,2005,18531.1,595622.4,1529120
6196,833,3518,52573,5,17,1,264.794,2000,14602.9,487870.3,1521553
6197,4721,1989,6500,4,5,0,188.09,2004,19650.3,598778.1,1522696
6199,4601,3413,8881,6,3,1,296.259,2004,20648.66,602591.8,1532403
6200,2862,3975,24378,4,0,1,656.852,2004,18394.81,481735.6,1502376
6202,925,1458,6860,3,6,0,177.184,2005,20906.66,536171.9,1462496
6203,6402,1193,5471,3,12,0,111.153,2003,10928.32,567899.3,1517197
6204,9660,1721,8515,4,15,1,163.17,2002,22021.35,522906.8,1459816
6207,6767,1314,7004,3,-3,0,51.154,2001,9138.97,504975.2,1528265
6211,6185,1183,5504,3,15,0,136.766,2004,10721.93,499721.2,1528970
6213,5866,2445,10059,3,8,1,199.862,2001,21360.12,515828,1463621
6214,7713,1216,9113,3,20,0,170.888,2005,17039.41,590754.6,1530302
6215,8379,2774,8397,4,2,0,419.564,2005,17416.57,571271.3,1487054
6216,115,1192,6604,3,43,0,85.033,2004,11381.91,513492.4,1500441
6217,3305,1244,10629,4,22,0,98.988,2001,8355.29,562254.5,1531540
6219,7162,1812,11983,3,43,0,107.107,2003,9692.84,530358.4,1499603
6220,3716,520,7274,2,42,0,61.022,2003,14359.23,487710.4,1531271
6221,5377,1265,6325,3,0,0,114.683,2004,8170.86,561527.2,1533690
6223,9034,960,6971,2,43,0,81.398,2002,8917.03,505591.9,1532157
6224,45,1314,3598,3,10,0,93.247,2001,11922.86,573688,1535759
6225,8557,1758,3612,3,16,0,183.467,2003,15225.64,497473.8,1497916
6226,5048,2645,7909,4,0,0,228.227,2000,10105.05,536163.8,1497960
6227,9808,1728,6741,3,6,0,149.437,2003,13547.2,577794,1519632
6228,6338,1821,10004,3,13,0,88.285,2002,19682.28,472061.3,1546328
6229,6591,2005,10461,4,0,0,191.073,2003,22290.43,466477.9,1505041
6232,9915,1963,11443,4,26,0,114.453,2000,7977.89,549783.1,1509600
6234,2649,3104,12777,3,0,1,624.515,2000,18854.39,576784.3,1485607
6235,6019,2566,18729,3,23,0,346.364,2005,11846.85,498804.5,1516489
6237,9355,1140,10236,3,23,1,132.604,2003,6242.73,553462.8,1522563
6239,8174,1041,7943,3,31,1,113.007,2003,7723.48,559348.6,1524642
6240,6766,1572,8086,3,42,0,82.347,2004,9522.03,508420.7,1547811
6241,74,2100,15007,3,22,0,181.051,2005,3887.77,531005.6,1518927
6242,5583,5782,44188,5,15,1,1730.293,2005,15406.21,489139.4,1509273
6243,855,1794,5500,3,0,0,215.272,2004,17392.83,575720.9,1491262
6244,2997,1522,9064,3,16,0,137.6,2003,17136.09,591044.7,1529202
6246,1048,1984,5500,3,1,0,152.262,2002,21020.8,534762.4,1462108
6247,9351,1182,5413,3,8,0,97.91,2000,16700.36,530971.9,1476424
6248,3978,3072,6363,4,0,0,247.127,2004,20751.81,473385.6,1501733
6249,9636,2031,12172,3,0,1,171.353,2003,26005.73,485737.9,1600914
6250,8010,2024,7609,3,0,0,177.562,2003,19249.76,597882.9,1535154
6251,3901,1605,2333,3,0,0,157.495,2004,22312.87,606871.8,1517925
6252,7437,1509,5248,3,13,0,110.49,2001,13814.93,579738,1524808
6254,3459,1702,9733,3,26,0,135.061,2004,11176.02,571508.3,1530366
6256,651,1132,6500,3,27,0,131.225,2005,16248.95,522524.3,1479210
6258,1093,2552,8220,4,7,0,162.092,2001,18804.6,520965.1,1470957
6261,6040,1813,10135,3,10,1,247.57,2004,12279.65,495778.5,1521164
6262,3632,1726,13478,5,45,0,65.53,2000,20796.18,491664.8,1583961
6265,9758,2846,8400,5,0,0,229.821,2004,13629.39,571934.6,1506117
6266,800,2166,6866,3,0,0,235.157,2004,18061.43,573289.1,1485985
6267,1123,1746,7499,4,19,0,118.541,2002,17204.56,540309.7,1474899
6271,9646,1064,8400,3,22,0,118.324,2004,9717.32,565208.7,1540824
6273,6282,1858,20032,3,45,0,313.083,2002,5093.94,546087.3,1543463
6274,8235,2708,8258,4,41,1,111.729,2001,8759.92,507135.5,1538792
6276,2095,2115,10003,3,8,0,161.474,2003,29559.51,631068.2,1518811
6277,5300,1158,4000,3,0,0,116.777,2003,13583.09,579268.6,1527482
6278,4188,1598,3612,3,13,0,191.444,2002,15286.42,496605.6,1498611
6279,9740,1126,6200,3,17,0,84.976,2000,8101.62,519985.7,1509042
6280,8825,2724,6050,5,0,0,209.212,2003,21621.62,605502.8,1524637
6281,4686,2042,14514,4,22,1,175.386,2001,10216.71,541606.8,1498257
6282,6838,1213,6874,3,3,0,71.95,2001,19256.95,597507.5,1539260
6283,5355,2067,5500,3,4,1,240.288,2004,21068.66,603555.3,1523421
6284,4335,1212,8138,3,43,0,183.272,2003,3578.47,527524.6,1540289
6287,7815,3832,13831,5,5,1,403.125,2002,12623.04,497083.7,1514038
6288,5009,2227,10208,4,9,1,222.717,2004,14826.03,486239.7,1528649
6289,8509,2403,9560,4,0,1,177.042,2000,20328.68,543429.6,1464936
6290,3509,1874,1813,3,0,0,149.491,2003,17660.26,592645.9,1535273
6291,9996,2796,9042,5,2,1,245.82,2004,21002.78,603766.6,1531125
6293,2744,1332,7522,3,29,0,88.546,2003,7036.45,514111.3,1541281
6294,1534,1660,2875,2,4,0,187.465,2005,23097,609736,1519428
6295,1818,2880,6712,5,0,0,192.737,2001,20229.84,529847,1464892
6296,9054,1175,6978,2,29,0,106.292,2004,9651.52,540519.8,1499936
6297,6462,1181,5999,3,13,0,112.761,2004,20172.32,599522.6,1545195
6298,96,936,6000,2,16,0,76.93,2001,19693.57,598109.1,1544290
6301,9320,1483,6760,3,5,0,131.157,2002,17332.42,591395.3,1525023
6302,9280,912,14296,3,8,0,32.765,2000,12335.01,535447.2,1490619
6304,8489,1176,6812,3,19,0,81.63,2004,6807.76,514998.8,1520818
6305,1021,863,4367,2,28,0,150.838,2004,4765.1,537614.6,1546488
6306,3396,2146,15350,3,21,1,218.917,2000,7890.91,515794.5,1548650
6308,5046,3328,14224,3,1,0,464.193,2004,22569.71,608260.2,1521314
6310,3529,1299,9101,2,49,0,116.992,2001,4429.88,546666.6,1539549
6311,4725,3018,10636,4,0,0,184.602,2003,20812.31,528445.5,1463092
6312,2647,1890,10864,3,18,0,122.601,2002,12470.32,494622.1,1538702
6313,6640,2199,12620,4,5,0,225.472,2003,22795.96,509781.3,1460602
6314,2680,2134,9815,4,16,0,173.221,2004,15617.52,507004.9,1574136
6316,4071,1860,17431,3,22,0,176.357,2002,18026.88,505136.3,1582261
6317,6893,1972,12682,4,3,1,184.026,2002,19858.03,526957.6,1466402
6318,830,2290,7425,4,10,0,167.293,2004,14973.11,583888.8,1534048
6319,5216,1143,9628,3,7,0,91.271,2001,15880.31,485740.3,1548588
6320,1373,1937,9466,3,14,0,182.743,2003,11454.78,499403.7,1518534
6321,3283,1480,18500,4,16,1,422.46,2003,16222.34,483769.4,1516039
6322,5574,1324,5864,3,4,0,101.363,2002,20685.16,490071.5,1582135
6323,4874,1664,10063,4,40,0,92.708,2002,9467.86,521209.4,1559023
6326,7000,1445,9097,3,19,1,101.275,2001,11009.57,519159.4,1563653
6327,317,1806,5827,4,0,0,164.891,2004,13764.86,576012.8,1512514
6330,769,1737,10980,3,33,0,88.347,2003,19772.73,470250.7,1537407
6331,2140,984,8129,2,39,0,68.675,2004,5233.7,520079.1,1522303
6333,7639,1304,6634,3,39,0,70.211,2000,4917.9,521248.9,1522388
6335,8077,2351,8298,4,7,1,227.377,2002,12554.97,494664.6,1521929
6336,3532,2179,6322,4,1,0,205.75,2004,22263.75,606630.5,1517510
6338,6236,1676,13168,4,10,1,173.172,2000,7079.62,550026.9,1548687
6339,864,1540,8561,3,28,0,186.304,2003,3818.03,545676,1537384
6343,5339,1293,3600,3,19,0,134.883,2005,15690.97,500149.3,1569160
6345,9499,1939,8000,4,13,1,173.977,2004,15307.18,500250.4,1567534
6347,99,785,5520,2,43,0,155.447,2003,2212.75,541722.8,1533404
6348,715,2149,16783,4,14,1,164.182,2003,11607.7,499878.1,1546247
6349,4311,2496,6055,4,0,1,208.1,2001,21605.61,509533.6,1464857
6351,9895,1348,11534,3,34,0,77.73,2004,10132.69,565805.6,1543214
6352,3271,1813,5706,3,3,0,149.277,2002,14305.2,581783.5,1530678
6353,8106,2009,6234,3,0,1,179.341,2002,20914.94,534520.4,1462456
6355,5732,1714,9765,3,12,0,96.216,2001,13338.4,493439.4,1545332
6356,9032,1378,6576,2,15,1,112.698,2002,6971.1,557684.9,1532275
6359,146,2150,6726,3,0,0,160.279,2001,14918.42,582353.4,1519292
6360,5708,2130,6261,4,2,0,215.891,2004,21173.79,604015.3,1524515
6362,2123,1636,9003,3,25,0,140.111,2000,4064.99,545530.3,1539074
6363,9713,1748,10143,3,17,0,133.236,2004,12164.23,495617.4,1538559
6364,6503,1112,4400,3,10,0,90.669,2001,9058.75,563573.3,1523476
6365,510,1164,6077,3,0,1,117.693,2000,8730.59,563488.1,1531074
6366,2776,1661,5006,3,8,1,159.697,2002,17714.42,592973.6,1531372
6367,4220,1842,10253,4,29,1,113.092,2001,9513.4,504442.5,1538243
6368,7945,2059,10808,4,6,1,206.705,2004,13081.62,492368.7,1537403
6369,2868,4394,18751,3,16,1,1008.672,2001,7387.32,545160.4,1553035
6370,3287,1638,11725,3,6,1,120.067,2000,14101.76,580723,1525066
6371,9749,2539,7290,4,0,0,183.766,2004,28968.09,628738.7,1516231
6372,3021,1316,9661,3,15,0,106.806,2001,11477.51,497178.7,1530188
6373,4529,2345,14526,3,22,0,219.386,2004,12696.36,499613.2,1508835
6374,757,2614,8208,4,0,0,381.833,2004,4918.16,547948,1540519
6375,9676,2372,7875,4,2,0,164.057,2001,13048.27,492795.9,1539294
6376,2738,1522,6236,3,8,0,162.421,2002,12550.67,494447.3,1523011
6377,5588,1536,6393,3,3,1,137.958,2002,15201.58,584698.6,1532789
6378,6852,1457,6973,3,0,0,139.513,2001,20029.12,543889.6,1465989
6380,3227,945,6766,3,25,1,87.763,2000,10885.76,566562.8,1514660
6381,5963,3377,7846,5,0,0,241.813,2000,22653.69,607866.4,1517159
6383,7369,3892,23858,5,0,1,493.803,2001,17505.72,493283.6,1491421
6384,7076,2768,19295,3,26,0,292.934,2000,15654.01,494083,1499815
6385,5472,2229,13608,3,35,0,164.215,2000,5471.57,529048.6,1548097
6388,5741,1374,8844,3,0,0,143.711,2003,16798.67,587815.8,1515840
6390,7958,2850,8248,5,32,0,86.662,2003,9453.09,505660.1,1541646
6391,6795,3255,11362,4,0,1,348.335,2000,13473.78,491923.4,1520424
6393,8344,1764,10011,3,33,0,158.049,2003,11376.44,549871.7,1565273
6394,3688,1740,5252,3,6,0,161.293,2003,9817.2,526766,1562290
6396,2607,1148,4490,3,1,0,83.448,2000,19272.23,597480.3,1539837
6399,8406,1131,3603,3,17,0,89.488,2003,15627.67,500356.6,1569068
6400,6115,1779,10622,4,8,0,120.361,2000,11983.38,496026.8,1537468
6401,1608,1608,5500,3,6,1,198.852,2004,19602.49,599117.6,1528481
6403,3613,1070,14775,2,67,0,136.363,2002,3831.03,540353.6,1519799
6404,5167,1987,9599,4,22,0,125.376,2000,5012.62,549618.5,1523873
6408,6000,1838,12852,3,6,0,193.869,2004,15499.45,583360.8,1515834
6410,8613,1674,7449,3,14,0,273.482,2003,2668.65,532892.8,1539644
6411,5812,2068,8622,3,3,0,185.569,2003,11802.79,496356.2,1526651
6412,316,1884,6819,4,0,0,119.841,2000,22072.49,491852.9,1589408
6413,689,1931,6038,4,0,0,157.13,2001,19990.82,545713.4,1466397
6417,6987,3570,9748,5,0,1,279.762,2003,24982.35,452845.9,1531368
6418,501,1942,6994,3,0,0,194.362,2002,10858.29,503812.9,1513562
6419,5881,1535,7200,3,13,0,115.343,2003,15498.22,499818.8,1567989
6420,1350,2854,6475,4,0,0,155.218,2004,16933.9,540133.9,1475774
6421,1531,1552,5199,3,1,0,141.448,2001,18796.11,596360.8,1535587
6423,818,1927,34880,4,20,0,84.991,2000,19893.2,490930,1579418
6425,1169,980,6940,2,21,0,136.571,2001,2437.64,541354.8,1535736
6426,5902,1741,13985,3,51,0,81.768,2003,12458.91,575224.3,1524712
6427,9231,2039,7173,3,0,0,298.096,2004,9639.93,506546.4,1516933
6428,5458,2351,13951,4,5,1,277.841,2000,18031.77,497378.3,1485312
6429,5450,988,9569,2,20,0,80.825,2001,13258.85,576133.8,1544812
6430,5494,2479,10699,3,19,1,291.274,2004,13097.52,501089.2,1504473
6431,5956,1372,7298,3,0,1,140.506,2000,20688.93,536540.2,1463219
6432,8094,2129,11511,4,18,1,189.69,2004,13296.2,491485.9,1536095
6434,6434,875,7971,3,33,0,86.616,2003,18897.1,594935.3,1546412
6438,6585,3173,10598,4,7,1,303.389,2002,18724.28,495343.4,1484016
6439,1492,1877,6000,3,0,0,183.561,2004,23312.63,468537.5,1492909
6440,8288,1224,14125,3,0,0,82.724,2001,4700.16,529604.1,1516586
6441,9292,1432,10746,3,21,0,136.279,2003,13237.12,573794.4,1550323
6444,3828,1171,8181,3,47,0,168.538,2003,9112.39,543226.3,1559803
6445,2039,1884,22434,3,8,0,96.37,2002,19478.05,598229.2,1539338
6446,8123,2994,11736,4,3,1,282.226,2004,16808.34,479683,1530003
6447,9385,1585,8250,4,14,0,154.64,2004,12090.83,570944.8,1514641
6448,5914,1146,8935,3,27,0,92.335,2000,9784.7,534240.9,1498990
6450,2271,1975,5250,3,3,0,248.616,2005,18489.96,519059.4,1472501
6452,7438,1808,7729,3,7,0,156.326,2001,12741.79,493846.6,1522816
6454,3589,1868,7678,4,3,0,178.354,2004,15904.9,585072.3,1516916
6455,7400,1321,11884,4,36,0,117.231,2005,8744.84,519963.1,1506552
6456,3277,3486,7899,9,0,1,241.798,2004,21497.86,605391.4,1531065
6458,9177,1530,5499,3,15,0,155.426,2003,21211.95,522952.6,1462503
6459,6510,2815,9431,4,0,0,284.056,2001,20515.47,601698.7,1523168
6460,5611,1674,5940,3,0,0,163.904,2003,19914.25,580236.6,1484082
6461,2294,1300,8606,3,19,0,78.59,2001,15402.77,487508.8,1548853
6464,8834,2929,12542,4,1,0,238.454,2003,17789.19,476797.5,1524765
6467,9484,1455,10440,3,23,0,153.552,2003,3517.13,545028.9,1525679
6468,9844,1470,5800,3,2,0,165.888,2003,15129.41,580960.4,1512710
6469,3644,3200,15999,5,14,0,408.529,2004,16232.29,484417.7,1513892
6470,1864,1160,7865,2,23,0,86.254,2003,10426.07,504762.1,1547419
6471,7852,3355,8164,6,0,0,185.109,2002,21286.4,604692.6,1531911
6472,8703,2393,11117,4,14,1,328.38,2004,11014.68,548174,1564697
6473,6179,2853,23711,5,11,0,323.115,2004,8591.51,548237.9,1506289
6474,2063,1155,7284,2,15,0,111.843,2003,9394.98,504010.8,1530606
6475,1804,2940,5763,5,0,0,210.379,2004,13714.56,578469.9,1520049
6478,170,3168,6499,3,0,1,282.752,2004,22754.76,460562.1,1523316
6479,6820,1361,21789,3,15,0,94.087,2001,12270.53,503912,1556894
6483,9633,2020,6130,3,0,1,185.169,2000,21907.67,509325,1463876
6484,247,1074,9466,3,22,0,96.047,2002,6245.08,555183.1,1528627
6485,8586,1395,7723,3,45,1,79.754,2004,7881.99,510351.7,1539445
6486,3445,1200,5733,3,11,0,112.327,2002,15116.78,504021.7,1569978
6487,7246,3666,10002,5,1,1,328.741,2003,25121.98,452389.7,1531731
6488,9532,1591,9384,2,35,1,90.981,2000,9060.14,529598.1,1501828
6489,8812,1639,5466,4,2,0,152.257,2003,13962.27,580566.7,1528176
6491,306,1050,9000,3,15,0,81.846,2000,7831.51,525057,1554867
6493,4943,2390,11311,4,0,1,284.215,2004,25963.86,619769.4,1537989
6494,6030,1080,8694,2,26,0,85.267,2001,4989.45,548389.4,1521907
6496,7737,1065,5544,2,12,0,99.039,2001,17022.29,525363.4,1476040
6497,7238,1180,3648,4,52,0,58.292,2002,1833.99,529485,1528332
6498,7860,1709,10030,3,0,0,153.512,2001,19975.18,470839.6,1545318
6499,2263,1397,4652,3,0,0,123.036,2003,23583.84,458132,1520723
6500,3347,1427,7546,3,0,0,100.023,2000,8286.63,561955.1,1533152
6502,7863,2974,9742,5,0,1,237.864,2001,20715.05,602613.8,1525778
6503,7211,1835,7425,3,16,0,164.293,2004,10848.7,499516,1526528
6504,9610,1499,7500,3,0,0,119.187,2000,11580.25,497767,1539471
6505,7734,2388,10582,4,0,0,176.809,2003,19160.32,497109.5,1581408
6506,6839,1288,8997,4,21,0,92.338,2000,15341.65,486123.1,1543833
6507,6131,1955,6667,4,6,0,132.899,2000,15491.64,583806.4,1517425
6508,759,2208,7128,4,0,1,205.296,2004,21226.9,604501.4,1531404
6511,610,1294,7148,3,23,0,94.571,2003,9912.5,516626.3,1504139
6512,4846,2484,46584,4,13,1,274.903,2001,17209.3,498617.3,1487760
6515,8276,1808,7613,4,0,0,128.67,2000,14478.4,582332.3,1529666
6518,2930,3224,9200,5,0,0,226.992,2002,12478.22,574980.3,1522997
6519,8017,2700,6838,4,0,0,243.209,2004,22331.84,466076.7,1505724
6521,5202,1777,12030,2,20,1,193.48,2000,2930.23,532279.9,1540368
6523,131,1625,18336,3,15,0,125.112,2002,9971.37,512117.4,1554652
6524,9612,1622,7709,3,0,0,158.281,2004,21039.01,543862.5,1462641
6525,6528,1517,6184,3,44,0,74.617,2001,4448.82,547003.9,1523027
6528,439,2088,9373,4,10,1,134.258,2000,15579.19,506797.1,1573854
6529,7526,3140,5950,4,0,0,220.777,2004,21574.66,464300.3,1537208
6530,3426,1788,12486,4,24,1,240.883,2004,10812.75,545299,1565007
6532,9425,982,4697,2,18,0,67.157,2001,14808.64,517055.5,1485866
6535,4068,1826,9071,4,10,0,130.324,2002,11864.85,496266.8,1536455
